ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
1980,1966,3.0,12.0,16.0,31.0,24.1,122.6,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.6,48.0,0.0,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1980,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>On March 13, 1966, at 16:31:21 UTC, validity 3, there was a strong magnitude 7.5 earthquake with source between Taiwan and the Ryukyu Islands (24.2 N, 122.6 E, depth 48 km). A very weak tsunami was registered on the Ryukyu Islands and the western coast of Kyushu Island. 
<P><blockquote><i>Reference #150:</i></blockquote> 
<P>March 12, 1966, 24.1 N, 122.6 E, depth 48 km, magnitude 7.5, 7 deaths, Hualienkang minor tsunami. Tsunami reached Ryuku.",1.0,147.66196085388947,Taibei,2721485,-2.807
3033,1966,12.0,31.0,22.0,15.0,-12.334,166.68400000000003,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,23.0,0.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3033,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1966, December 31, 22:15:16 UTC [1967, January 1, 9:05 local time]. Validity 3. There was an aftershock of the preceding earthquake. It was felt on Vanikoro Island. There was a tsunami in a lagoon with an amplitude of 0.8 m (2 1/2 feet). No traces of it have been found on the records of remote tide gauges. [31.XII; 22h15m16s; 11.5 S., 164.8 E.; 33 km; M=7.3.] 
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1966, December 31, 22:15 UTC. 11.3 S, 164.8 E. Tsunami source: Vanikoro, New Hebrides. Tsunami observation: Vanikoro, New Hebrides 0.8m.
<P><blockquote><i>Reference #45:</i></blockquote> 
<P>1966, December 31. Santa Cruz Islands. Two major earthquakes, less than four hours apart (1823 and 2215 UTC), struck an uninhabited area on December 31, but no damage was reported due to their location. However two slight tsunamis were generated.  The aftershock on December 31 caused a wave with a 5-foot amplitude inside the barrier lagoon at Vanikoro. This disturbance could not be identified on any tide gage.",1.0,2199.064409426142,Brisbane,2406182,-6.315
1983,1966,11.0,28.0,,,-10.28,166.23,"MOHAWK BAY, SANTA CRUZ ISLANDS",SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,Very Doubtful Tsunami,,,-0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1983,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1966, November 28. In Mohawk Bay (Santa Cruz Islands) a tsunami appeared at 13:00 (02h00m UTC). There was no earthquake.
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1966, November 28. No quake reported. Santa Cruz Islands, Mohawk Bay. No details reported except arrival at 02:00 GMT.",0.0,2352.972258493902,Brisbane,2406182,-6.315
1984,1966,12.0,28.0,8.0,18.0,-25.5,-70.7,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.8,47.0,0.5,Limited (<$1 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1984,"On December 28, 1966, at 4:18 [local time] there was a magnitude 8.0 earthquake in the north of Chile (25.5 S, 70.6 W, depth 47 km), which did substantial material damage in the Taltal region; <B>three people died and at least six were injured</B>. A tsunami arose. At Caldera the oscillations in sea level had a range of 84 cm; at Antofagasta, 45 cm; at Arica, 30 cm; at Matarani, Chimbote, on the Easter and Wake Islands, 10 cm; at San Juan (Peru) and on the Galapagos Islands, 20 cm; at Kahului and Hilo, 30 cm. (reference #415)",1.0,568.8581170540212,San Miguel de Tucuman,985656,-6.315
1990,1967,9.0,3.0,,,-10.6,-79.8,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,7.0,40.0,-1.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1990,"September 3, 1967 (21h07m31s; 10.6 S., 79.8 W.; 38 km; magnitude=6.9), there was an earthquake in Peru, felt at Lima. The tsunami was registered at La Punta at 22:00 with a height of 30 cm and at Chimbote. (reference #415)
<P>September 3, 1967, 20:07 UTC, 10.6 S, 79.8 W, magnitude 7, depth 40 km, maximum runup height 2 m, tsunami magnitude 1.0, tsunami intensity 1.5. (reference #552)",1.0,342.2825530344845,Lima,10719188,-5.545
1991,1967,11.0,15.0,21.0,31.0,-28.78,-71.19,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,5.9,35.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1991,"November 15, 1967, 21:32 UTC, 28.7 S, 71.2 W, magnitude 6.2 MS, depth 15 km. (reference #164)
<P>
November 15, 1967, 21:32 UTC, 28.7 S, 71.2 W, magnitude 6.2 MS, depth 15 km. (reference #552)",1.0,474.7251243267363,Valparaiso,983751,-5.545
3349,1967,7.0,29.0,23.0,59.0,10.6,-67.3,CARACAS,VENEZUELA,Caribbean Sea,Earthquake,Definite Tsunami,6.5,10.0,,Extreme (~$25 million or more),,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3349,"An earthquake on July 29, 1967, near the coast of Venezuela generated a small tsunami at La Guaira (Reference #3741). Reference #1080 shows the tide-gauge record and states, ""The sea wave had an amplitude of three inches (7.5 cm) and a periodic time of 10.8 minutes.""",1.0,43.44138272091146,Caracas,2938992,-3.514
1992,1967,12.0,4.0,,,-63.0,-60.5,"TELEPHONE BAY, DECEPCION ISLAND",ANTARCTICA,West Coast of South America,Volcano,Very Doubtful Tsunami,,,0.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1992,"1967, December 4. 63 South 60.5 West. There was an underwater eruption in Telephone Bay on Decepcion island (Antarctic), during which the water in Pendulum Cove began to boil and churn. The oscillations in level had a period of 2-3 minutes and an amplitude of 1/2-1 m (Reference #415).",0.0,2788.326487107368,Mar Del Plata,665707,-5.545
1986,1967,3.0,19.0,4.0,1.0,45.53,151.11,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Very Doubtful Tsunami,7.0,38.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1986,"March 19, 1967, 04:02 UTC, 45.6 N, 151.3 E, depth 40 km, magnitude 7. (reference #3458)",1.0,824.8043674872642,Sapporo,2669680,-3.514
1994,1967,12.0,21.0,2.0,25.0,-21.7,-69.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Probable Tsunami,7.5,33.0,0.0,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1994,"December 21, 1967 2:25 UTC (December 20, 22:25 local time). There was an earthquake in Northern Chile. Tocopilla was 20% destroyed. Later, vessels in port collided three times due to the unusually strong waves (Reference #415). 
<P>December 21, 1967, 02:25 UTC, 21.7 S, 70.5 W, magnitude 7.5 MS, depth 33 km, runup height 0.7 m, tsunami magnitude -0.5, tsunami intensity 0 (Reference  #552).
<P>December 21, 1967, 02:25 UTC, 21.8 S, 70.0 W, magnitude 7.1 MS, depth 33 km. (reference #164)",1.0,590.4772644228555,Cochabamba,1303907,-5.545
1987,1967,4.0,11.0,5.0,9.0,-3.7,119.3,MAKASSAR STRAIT,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,5.5,33.0,1.0,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Some (~51 to 100 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1987,"<P><blockquote><i>Reference #414:</i></blockquote>
<P>April 11, 1967, at 13:15 [local time], validity 2, there was a magnitude 5.5 earthquake on Sulawesi Island in the region of Tinambung and Madjene (3.3 S, 119.4 E, depth 20 km). <B>58 died and, 100 were injured</B> on the coast of Mandar Bay. A tsunami arose and caused heavy material losses  in coastal settlements. At Tinambung, according to accounts, the water suddenly retreated, and then rose to twice the height of regular flood tides. Thirteen fishermen drowned in boats riding at anchor near the mouth of the Tinambung River.",1.0,159.09589199552929,Makassar,1583553,-5.545
1989,1967,8.0,13.0,22.0,15.0,-4.4,152.5,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.4,30.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1989,"1967, August 13, 22:15 UTC, 4.4 S, 152.5 E, magnitude 6.4 MS, depth 30 km, tsunami magnitude -1, period 25 minutes. The tidal effects measured at Rabaul after the 1967 earthquakes were very smal1. The maximum height of the tidal rhythm only four inches and the effects lasted for less than two hours. The disturbance followed the 0815 hours earthquake only; no measurable disturbance followed the 0254 hour earthquake. (reference #99)
<P>1967, August 13, 22:15:10 UTC, 4.4 S, 152.5 E, depth 30 km, magnitude 6.4 MS. (reference #2666)",1.0,2553.6637994308694,Brisbane,2406182,-5.545
5644,1967,10.0,,,,59.621,-151.106,"GREWINGK, AK",USA,Alaska (including Aleutian Islands),Landslide,Event that only caused a seiche or disturbance in an inland river,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5644,"A debris slide in the southern Kenai Mountains, Alaska occurred during October 1967, producing a major flood wave more than 60 m high across the forefield of the Grewingk Glacier. The occurrence of water-transported ice blocks and forest debris, in addition to evidence of water scouring, suggests that flood waters affected the entire outwash plain, an area 2 km wide and extending 6 km to Kachemak Bay. The slide was reported to have been audible as far as 15 km to the west at Homer; however, records of the exact date and time of the event have not been located. 
<P>Photographs taken of the Grewingk forefield by the National Oceanographic and Atmospheric Administration in May of 1964 after the Alaskan earthquake serve as a baseline with which later photography is compared. The debris slide scar and glacial forefield were photographed from the air by the U.S. Geological Survey on 16 October 1967, perhaps within a few weeks after the flood (A. Post, pers. commun., 1967). (reference #11765)",0.0,2126.7846566577687,Vancouver,2581079,-3.514
1988,1967,4.0,12.0,4.0,51.0,5.5,97.3,NORTHEAST SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.1,100.0,1.5,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1988,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>On April 12, 1967, at 11:51 [local time], validity 3, there was a magnitude 7.5 earthquake with source in the Malacca Strait (5.5 N, 97.3 E, depth 100 km). At Sigli, an enormous sea wave was observed.",1.0,260.5111964288165,Medan,2337958,-3.514
2007,1968,8.0,14.0,22.0,14.0,0.2,119.8,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.8,23.0,2.5,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2007,"<P><blockquote><i>Reference #414:</i></blockquote>
<P>On August 14, 1868, validity 4, there was a strong earthquake off the northwestern coast of Sulawesi Island. In the region of Manimbaja Bay, between Tandjung, Manimbaja, and Sabang, Sulawesi, displacements along faults caused the coast to subside 2-3 m. A destructive tsunami arose. According to the Indonesian Hydrographic Service, waves 9-10 m high fell on the coast in the region of Donggala; they pentrated 500 m inland. 160 people died, 40 people were lost and 58 were injured; 800 coastal homes were destroyed and large areas of coconut plantations were flooded. The villages of Tambu and Mapaga suffered especially. 
<P>Tunguan Island, where several hundred people lived, was flooded by waves and partly subsided. A police launch, sent from the lighthouse on Mankalihat Cape, supposedly could not find any trace of the island or its inhabitants. According to other sources, Tuguan Island rose.
<P>Slight traces of the tsunami are made out with difficulty on the records of the most sensitive tide gauges on the south coast of Japan.
<P><blockquote><i>Reference #1188:</i></blockquote>
<P>Loss of life and considerable damage were chiefly caused by the tsunami along the coast of Mapaga (200 people killed and missing, 790 wooden houses wrecked). 
<P><blockquote><i>Reference #1039:</i></blockquote>
<P>392 deaths.
<P><blockquote><i>Reference #1398:</i></blockquote>
<P>500 m inland inundated, 10 m tsunami wave height, 200 died",1.0,306.1805008933938,Samarinda,1010413,-3.708
2000,1968,5.0,16.0,0.0,48.0,40.8,143.2,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,8.2,7.0,2.0,Extreme (~$25 million or more),Very Many (~1001 or more houses),Some (~51 to 100 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2000,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>May 16, 1968, 9:49 [local time]. A tsunami, which did not do great damage, was observed on the coast of Hokkaido Island and the Sanriku coast after the earthquake. The limited damage is partly explained by the fact that the tsunami coincided with the ebb tide phase. The protective works built after the Chilean tsunami of 1960 also played a large role. The waves had a height of 1-2 m on the south coast of Hokkaido Island, and 2-5 m in the regions of Tokachi and Hidaka. The tsunami also reached a height of 5 m in places on the Sanriku coast.
<P>The tsunami was observed by tide gauges in Japan and throughout the Pacific Basin in Mexico, Russia, the Marshall Islands, Alaska, California, and Hawaii. 
<P>As a result of the earthquake and tsunami, 52 people died and 329 people were injured; 676 homes were completely destroyed and 2,994 homes were half destroyed; 13 homes burned down and 529 homes were flooded; 97 ships were washed away and 30 were sunk. In addition, roads, bridges and protective dikes were destroyed. The total damage was estimated at least at 130 million dollars. 
<P>The mean displacement of the surface of the sea at the source has been estimated by Abe at +82 cm in the zone of elevations, and -20 cm in the the zone of subsidences. Aida estimated the maximal initial rise of water at 5 m, the drop at 2 m, and the energy of the tsunami at 4 X 10<sup>20</sup> ergs. The maximum radiation of the tsunami, according to his calculations, was directed along the minor axis of the source, while more long-period oscillations radiated out along the major axis. 
<P>View a calculated <a href=""http://www.ngdc.noaa.gov/seg/hazard/tsu_travel_time.shtml#Honshu1968"">tsunami-travel-time map</a>.",1.0,294.1828907680226,Sapporo,2669680,-3.708
2002,1968,7.0,25.0,7.0,23.0,-30.8,-178.4,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.3,60.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2002,"After an earthquake whose epicenter was near the island of Kermadec, the water level at Suva varied within a range of 10 cm. (reference #415)",1.0,922.0529557953553,Auckland,1606564,-5.283
2009,1968,9.0,20.0,6.0,9.0,10.5,-62.6,CARUPANO,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,6.2,107.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2009,"A tsunami was reported on the northern coast of Venezuela, but in an unspecified location.",1.0,104.92909518507531,Maturin,694716,-3.708
